Id,Label,tf,ntf,df,idf,nidf,tdf,tf-idf,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Stopwords
5424,possible,625,8.658780528,565,4.482972553,4.477316702,353125,38.81707545,104,139,243,572,505,1077,4,0.470874,0.482048,0.000154,No
11793,frank,256,9.551354733,191,5.567524856,5.565623087,48896,53.17740489,103,84,187,189,126,315,4,0.42881,0.446524,0.000198,No
5095,province,3127,7.04870282,2030,3.204007212,3.183508957,6347810,22.58409467,142,149,291,2251,2915,5166,4,0.476409,0.486325,0.000127,No
17363,article,386,9.140694808,322,5.045246739,5.04203164,124292,46.11706067,105,86,191,301,307,608,4,0.472063,0.481931,0.000193,No
4704,real,830,8.375106477,667,4.317008238,4.310326096,553610,36.15540366,145,187,332,728,607,1335,4,0.473676,0.485043,0.000111,No
15552,cat,281,9.458177508,155,5.776373167,5.774832011,43555,54.63396277,86,92,178,227,216,443,4,0.470362,0.48079,0.000207,No
16890,basic,461,8.963134134,390,4.853651545,4.849754037,179790,43.50392984,102,162,264,404,259,663,4,0.466874,0.47948,0.000139,No
1073,unit,693,8.555502178,471,4.66494019,4.660229205,326403,39.91090596,145,108,253,575,588,1163,4,0.474182,0.483926,0.000145,No
16348,bone,192,9.839036805,124,5.999516719,5.998285986,23808,59.02946581,69,76,145,157,157,314,4,0.467722,0.478494,0.000251,No
1902,temperature,577,8.738689911,353,4.953330227,4.949804088,203681,43.28561688,106,113,219,495,470,965,4,0.47234,0.482663,0.000166,No
4393,rice,191,9.844258749,121,6.024007739,6.022807042,23111,59.30189089,76,69,145,149,137,286,4,0.458445,0.471199,0.00025,No
16897,base,486,8.910323553,351,4.959012061,4.955505992,170586,44.18640197,112,113,225,437,424,861,4,0.471712,0.482189,0.000161,No
5987,per,645,8.627281861,443,4.726228514,4.721798806,285735,40.77450553,118,125,243,291,587,878,4,0.45616,0.470434,0.000149,No
9404,job,648,8.622641481,505,4.595239855,4.590187213,327240,39.62310579,109,105,214,586,555,1141,4,0.474943,0.484433,0.000169,No
3446,ship,574,8.743902781,340,4.990852667,4.987456976,195160,43.63953051,120,142,262,510,437,947,4,0.474613,0.484902,0.000138,No
11365,girl,461,8.963134134,348,4.967595804,4.96411984,160428,44.52522752,115,118,233,413,335,748,4,0.473625,0.48371,0.000155,No
1821,text,469,8.945929409,297,5.126066145,5.123101815,139293,45.85742588,122,108,230,365,365,730,4,0.474005,0.483799,0.000157,No
16896,baseball,563,8.763252549,285,5.167309104,5.16446512,160455,45.28243468,97,108,205,440,377,817,4,0.468512,0.479701,0.000176,No
3029,soft,298,9.399438691,249,5.302345388,5.299862357,74202,49.83907039,80,119,199,257,227,484,4,0.454048,0.468621,0.000181,No
5226,produce,459,8.967481967,365,4.919900931,4.916254363,167535,44.11912288,60,155,215,391,356,747,4,0.466604,0.479123,0.000167,No
5550,police,592,8.713025542,333,5.011655794,5.008330337,197136,43.66668495,142,132,274,512,360,872,4,0.470999,0.48202,0.000131,No
12252,feet,791,8.42323421,587,4.444773464,4.438896345,464317,37.4393679,132,119,251,594,640,1234,4,0.472893,0.48317,0.000143,No
8908,late,980,8.208979606,910,4.006353685,3.997222302,891800,32.88807569,102,199,301,922,868,1790,4,0.476128,0.487057,0.000119,No
10816,hard,902,8.291917657,762,4.183851729,4.176212778,687324,34.69215402,146,152,298,753,773,1526,4,0.471524,0.482785,0.00012,No
3289,simon,186,9.870785504,127,5.975611198,5.974350429,23622,58.98397639,77,63,140,136,113,249,4,0.453456,0.467091,0.000254,No
14841,comedy,378,9.161637982,295,5.132822928,5.129878657,111510,47.02506549,93,98,191,283,320,603,4,0.472654,0.482602,0.000186,No
17738,analysis,204,9.778412184,163,5.726048083,5.724426802,33252,55.99165834,76,59,135,128,170,298,4,0.471286,0.480837,0.000263,No
4797,railway,704,8.539753821,439,4.735298871,4.730909339,309056,40.43828663,150,93,243,562,345,907,4,0.467575,0.478715,0.000145,No
9028,label,351,9.235745954,263,5.247644252,5.245020866,92313,48.46590917,55,116,171,150,253,403,4,0.473335,0.483456,0.000206,No
13997,daniel,208,9.758994098,167,5.701804472,5.700143126,34736,55.64387619,94,77,171,153,117,270,4,0.463243,0.475086,0.000205,No
16401,bob,222,9.693854795,158,5.757203251,5.755632049,35076,55.80949235,89,64,153,161,135,296,4,0.457653,0.470457,0.000229,No
8012,mass,600,8.699602522,368,4.911715346,4.908038669,220800,42.72997121,133,126,259,517,494,1011,4,0.473828,0.483992,0.000134,No
8700,library,332,9.291397208,250,5.298337366,5.295844311,83000,49.22895702,85,91,176,239,267,506,4,0.467747,0.478804,0.000196,No
18213,across,703,8.541175286,635,4.366173285,4.35981323,446405,37.29225136,208,105,313,403,669,1072,4,0.469404,0.480316,0.00011,No
6178,past,534,8.816136338,490,4.625392893,4.620490996,261660,40.77809436,91,140,231,478,375,853,4,0.474207,0.48456,0.000149,No
10686,heat,471,8.941674083,272,5.213996218,5.211282594,128112,46.62185485,129,105,234,401,368,769,4,0.473133,0.483085,0.000147,No
4969,put,1154,8.04554273,1000,3.912043005,3.902002972,1154000,31.47450916,145,144,289,1039,1083,2122,4,0.468636,0.480471,0.000119,No
9006,lady,395,9.117646412,289,5.153371596,5.150487499,114155,46.98662005,91,88,179,345,321,666,4,0.471449,0.481522,0.000191,No
11733,friend,422,9.051526863,377,4.887553097,4.883786086,159094,44.23981815,63,138,201,380,355,735,4,0.475579,0.485517,0.00017,No
6803,novel,568,8.754410759,383,4.871763295,4.867936057,217544,42.649417,119,121,240,501,466,967,4,0.470637,0.481522,0.000142,No
9485,jane,231,9.654114467,137,5.899817358,5.89845646,31647,56.95751211,79,69,148,185,147,332,4,0.463062,0.474785,0.00023,No
3230,size,825,8.381148791,657,4.332114266,4.325532786,542025,36.30809424,127,123,250,741,726,1467,4,0.475337,0.485057,0.000136,No
6653,office,739,8.489881991,554,4.50083017,4.495274879,409406,38.21151701,125,134,259,567,606,1173,4,0.475771,0.485588,0.00013,No
3908,say,978,8.211022507,792,4.145236892,4.137295602,774576,34.03663342,117,154,271,756,913,1669,4,0.474068,0.48471,0.000124,No
3513,shape,544,8.79758293,436,4.742156041,4.737796639,237184,41.71951104,126,98,224,466,469,935,4,0.471963,0.482081,0.00015,No
13587,die,419,9.058661257,348,4.967595804,4.96411984,145812,44.99976766,97,88,185,333,279,612,4,0.470986,0.481156,0.000181,No
9738,institute,435,9.021186146,345,4.976253867,4.972808006,150075,44.89171245,103,76,179,290,370,660,4,0.471637,0.481438,0.000187,No
16760,behind,334,9.285391184,301,5.112688019,5.109683571,100534,47.47330826,135,92,227,256,290,546,4,0.464346,0.476213,0.000147,No
16139,brian,202,9.78826448,173,5.66650669,5.664785243,34946,55.46526616,63,54,117,148,110,258,4,0.401643,0.419948,0.000285,No
10072,image,371,9.180330115,248,5.306369538,5.303896532,92008,48.71422407,102,79,181,311,292,603,4,0.472528,0.482151,0.000184,No
17332,asia,1017,8.171919781,801,4.133937337,4.125905327,814617,33.7822043,92,197,289,965,872,1837,4,0.477691,0.48816,0.000115,No
7297,move,780,8.437238258,624,4.383647916,4.377398554,486720,36.9858819,105,159,264,656,680,1336,4,0.476639,0.486667,0.000125,No
18197,ad,447,8.993973583,291,5.146475017,5.143570862,130077,46.28726035,90,105,195,388,347,735,4,0.467821,0.479095,0.000169,No
11,zone,316,9.340789964,203,5.506592305,5.504570303,64148,51.43592214,73,95,168,211,254,465,4,0.468265,0.479255,0.000196,No
13967,date,547,8.792083375,455,4.699500865,4.694950619,248885,41.31840343,108,99,207,416,404,820,4,0.472843,0.482766,0.000159,No
3242,sister,576,8.740424517,481,4.643931014,4.639119554,277056,40.58992849,94,163,257,420,404,824,4,0.47474,0.485362,0.000128,No
1720,those,1293,7.931811799,1170,3.755039256,3.743280628,1512810,29.78426468,218,131,349,1035,752,1787,4,0.468995,0.480508,0.000094,Yes
1256,true,684,8.567113339,485,4.63358966,4.628727958,331740,39.69648779,89,191,280,583,509,1092,4,0.475567,0.486503,0.000117,No
8822,lee,343,9.25880173,210,5.472690753,5.470598608,72030,50.67055862,132,101,233,250,221,471,4,0.454606,0.468701,0.00014,No
14772,complete,397,9.112595897,362,4.928154072,4.924537613,143714,44.90827658,87,154,241,345,283,628,4,0.465832,0.478508,0.000135,No
7565,minor,408,9.085265003,305,5.099486508,5.096441938,124440,46.3301863,87,128,215,346,291,637,4,0.472541,0.48309,0.000151,No
13706,des,244,9.599363952,181,5.621301253,5.619499667,44164,53.96091661,65,38,103,132,76,208,4,0.455937,0.468626,0.000315,No
15382,channel,473,8.937436789,322,5.045246739,5.04203164,152306,45.09157381,92,117,209,397,367,764,4,0.472516,0.482851,0.000155,No
17827,always,907,8.286389727,793,4.143975063,4.136023692,719251,34.33859239,127,225,352,820,609,1429,4,0.473373,0.485522,0.000092,No
11695,fruit,550,8.786613899,307,5.092950537,5.089885907,168850,44.74978997,123,115,238,452,451,903,4,0.47379,0.483757,0.000136,No
7323,motion,324,9.315788662,224,5.408152232,5.405919787,72576,50.38120325,99,92,191,278,263,541,4,0.471386,0.481522,0.000169,No
1899,temple,326,9.309634796,200,5.521480918,5.519488975,65200,51.40297088,73,82,155,257,276,533,4,0.4704,0.480616,0.000208,No
15268,child,859,8.340763255,618,4.393309827,4.387120838,530862,36.64355717,113,199,312,781,716,1497,4,0.476601,0.487423,0.000103,No
14689,conference,377,9.16428699,201,5.516493376,5.514491414,75777,50.55472848,88,114,202,329,274,603,4,0.470026,0.480954,0.000157,No
4351,ring,375,9.169606151,235,5.36021277,5.357870075,88125,49.15103999,86,93,179,330,326,656,4,0.462025,0.474429,0.000177,No
1161,tv,634,8.644483223,486,4.63358966,4.628727958,308124,40.05498808,178,120,298,477,474,951,4,0.467267,0.478964,0.000106,No
12206,festival,435,9.021186146,259,5.262970223,5.26038694,112665,47.47823406,110,94,204,360,363,723,4,0.473562,0.483208,0.000154,No
4236,rose,279,9.465320396,193,5.557108095,5.555186288,53847,52.59980859,111,90,201,212,237,449,4,0.4702,0.480611,0.000156,No
8720,lewis,172,9.949037701,122,6.015777239,6.014566531,20984,59.85119455,76,74,150,134,145,279,4,0.433385,0.450407,0.000209,No
12469,experience,230,9.658452868,200,5.521480918,5.519488975,46000,53.32896321,87,79,166,180,187,367,4,0.471024,0.481039,0.000188,No
17012,ball,469,8.945929409,235,5.36021277,5.357870075,110215,47.95208506,83,126,209,421,397,818,4,0.475605,0.48532,0.000149,No
17613,anthony,150,10.08589688,128,5.96776802,5.966497239,19200,60.19029288,72,72,144,97,98,195,4,0.447952,0.462786,0.000216,No
8460,lost,834,8.370298775,654,4.336690933,4.33013965,545436,36.2993988,183,155,338,697,711,1408,4,0.476217,0.486287,0.000092,No
7080,nearby,315,9.340789964,302,5.109371267,5.106356788,95130,47.72556385,68,106,174,262,180,442,4,0.465551,0.47741,0.000178,No
13188,duke,689,8.561290906,445,4.721724002,4.717274205,306605,40.42405276,157,59,216,577,624,1201,4,0.455411,0.468603,0.000143,No
11439,georgia,448,8.991738945,300,5.11601581,5.113021391,134400,46.0018786,112,137,249,401,376,777,4,0.470562,0.481766,0.000124,No
16724,below,543,8.799422857,502,4.601198165,4.596175673,272586,40.4878883,164,130,294,372,453,825,4,0.47493,0.484883,0.000105,Yes
5593,plural,175,9.931746203,151,5.802518447,5.801017351,26425,57.62914056,64,54,118,125,106,231,4,0.451553,0.465382,0.000261,No
5300,pressure,522,8.838864589,318,5.057746901,5.05457193,165996,44.70473999,86,122,208,461,424,885,4,0.471299,0.482057,0.000148,No
2516,stop,633,8.646061755,545,4.51901249,4.513557748,344985,39.07166106,85,124,209,572,463,1035,4,0.472151,0.48271,0.000147,No
6157,path,169,9.966633462,137,5.899817358,5.89845646,23153,58.80131711,64,60,124,130,142,272,4,0.469293,0.479381,0.000247,No
18203,actress,696,8.551182517,508,4.589316837,4.584234042,353568,39.2440859,86,147,233,437,581,1018,4,0.470163,0.481658,0.000131,No
6350,palace,428,9.037408982,258,5.266838699,5.264265443,110424,47.59857537,76,107,183,330,383,713,4,0.472415,0.482616,0.000166,No
781,view,340,9.26758656,279,5.188586502,5.185802687,94860,48.08567453,80,78,158,300,292,592,4,0.472051,0.48179,0.000192,No
5670,plane,249,9.579079281,162,5.732201949,5.730590684,40338,54.90921692,60,83,143,211,217,428,4,0.471274,0.481292,0.000212,No
12749,episode,336,9.279421017,217,5.439900931,5.437738638,72912,50.47913103,90,98,188,286,270,556,4,0.47015,0.480724,0.000161,No
4156,run,878,8.318885584,703,4.264441392,4.257396778,617234,35.47540002,159,143,302,751,780,1531,4,0.476153,0.486015,0.0001,No
14770,complex,345,9.25298776,286,5.163806473,5.160952462,98670,47.78063809,87,104,191,291,206,497,4,0.471599,0.48194,0.000158,No
14572,content,222,9.693854795,150,5.80916299,5.807671909,33300,56.31318251,78,63,141,182,173,355,4,0.470874,0.480607,0.000214,No
3548,sexual,406,9.090179018,237,5.351738143,5.349375401,96222,48.64825778,101,49,150,340,153,493,4,0.44383,0.458894,0.000201,No
7850,medicine,439,9.012032764,333,5.011655794,5.008330337,146187,45.16520622,73,124,197,365,374,739,4,0.474689,0.484611,0.000153,No
11975,fluid,223,9.684886125,118,6.040674791,6.039494118,26314,58.50324747,56,63,119,181,137,318,4,0.468265,0.478649,0.000253,No
2104,table,419,9.058661257,303,5.106065479,5.10304097,126957,46.25411753,63,105,168,382,333,715,4,0.470824,0.481363,0.000179,No
2108,t,275,9.47976108,194,5.578051269,5.576169537,53350,52.87859332,80,106,186,154,168,322,4,0.470038,0.48079,0.000161,Yes
1051,upon,320,9.328211182,306,5.096213182,5.093158583,97920,47.53855279,92,80,172,154,249,403,4,0.465624,0.476973,0.000173,No
5473,pop,548,8.79025689,404,4.818383406,4.814345345,221392,42.35482794,138,90,228,422,364,786,4,0.462917,0.47503,0.00013,No
14844,come,1132,8.064790919,1024,3.888326479,3.878043999,1159168,31.35854007,157,92,249,830,1097,1927,4,0.463981,0.475931,0.000119,No
17988,alaska,473,8.937436789,233,5.368759831,5.366437182,110209,47.98295162,89,123,212,351,264,615,4,0.465429,0.477626,0.000139,No
1672,thus,280,9.461742574,269,5.225086905,5.222403361,75320,49.43842722,125,78,203,199,176,375,4,0.449415,0.464133,0.000145,No
12799,enough,661,8.602778338,585,4.448186437,4.442329435,386685,38.26676192,143,126,269,569,588,1157,4,0.473221,0.48356,0.000109,No
10135,ice,774,8.444960304,486,4.63358966,4.628727958,376164,39.13048075,159,100,259,585,608,1193,4,0.469417,0.480208,0.000113,No
2066,take,1279,7.942698376,1113,3.804983933,3.793801868,1423527,30.2218397,145,183,328,1061,1137,2198,4,0.473613,0.484935,0.000089,No
14136,cup,960,8.229598893,482,4.64185417,4.637032662,462720,38.20059794,94,149,243,756,635,1391,4,0.474511,0.484935,0.00012,No
8097,maria,268,9.505545197,194,5.551940125,5.550008299,51992,52.77421779,94,65,159,195,136,331,4,0.451886,0.465885,0.000183,No
1010,usa,539,8.804963038,441,4.728488402,4.724068738,237699,41.63416561,123,176,299,495,457,952,4,0.475656,0.486287,0.000097,No
5255,private,423,9.049159998,360,4.933694253,4.930097865,152280,44.64578868,104,126,230,358,243,601,4,0.439882,0.456988,0.000126,No
11635,future,431,9.030424087,377,4.887553097,4.883786086,162487,44.13667721,68,160,228,400,318,718,4,0.473903,0.48471,0.000127,No
13198,due,719,8.51867082,670,4.312520572,4.305808228,481730,36.73694315,290,18,308,448,714,1162,4,0.450362,0.46381,0.000094,No
3235,six,1001,8.187777398,859,4.064029362,4.055412515,859859,33.27536776,155,184,339,842,416,1258,4,0.471812,0.483616,0.000085,No
13025,effect,371,9.180330115,287,5.160316068,5.157452028,106477,47.373405,86,68,154,304,319,623,4,0.472843,0.482179,0.000187,No
11774,frederick,278,9.468911064,218,5.435303221,5.433130907,60604,51.46640281,113,77,190,233,232,465,4,0.444598,0.460082,0.000149,No
1941,technology,485,8.912383286,368,4.911715346,4.908038669,178480,43.77508976,111,133,244,379,345,724,4,0.47283,0.483386,0.000116,No
16570,billy,144,10.12671888,110,6.119317918,6.118227346,15840,61.96861228,74,49,123,96,115,211,4,0.410922,0.42929,0.00023,No
15863,c,462,8.95020292,467,5.27462084,5.272067634,215754,47.20892684,124,104,228,390,390,780,4,0.468364,0.47948,0.000124,No
12985,el,353,9.23006412,215,5.449160256,5.447018006,75895,50.29609857,122,29,151,251,120,371,5,0.371827,0.387179,0.000187,No
1607,tissue,188,9.860090215,124,5.999516719,5.998285986,23312,59.15577609,55,59,114,138,146,284,4,0.469231,0.479288,0.000247,No
11096,grew,547,8.792083375,523,4.56021682,4.554983253,286081,40.09380649,138,61,199,428,499,927,4,0.463473,0.47495,0.000141,No
6016,pennsylvania,349,9.241460255,252,5.290369197,5.287856092,87948,48.89073667,82,114,196,302,291,593,4,0.468859,0.480057,0.000143,No
13413,doctor,557,8.773966937,327,5.029838113,5.026572853,182139,44.13163331,120,115,235,496,465,961,4,0.473221,0.483344,0.000119,No
1774,therefore,366,9.193898844,357,4.942062502,4.938496222,130662,45.43682273,154,115,269,307,291,598,4,0.470101,0.48102,0.000103,No
13936,dead,582,8.73006173,411,4.80120507,4.797096724,239202,41.91481664,117,160,277,515,461,976,4,0.475643,0.485959,0.0001,No
6025,peninsula,395,9.117646412,306,5.096213182,5.093158583,120870,46.46546984,53,98,151,198,345,543,4,0.471136,0.481489,0.000183,No
11323,global,210,9.749424647,179,5.632412478,5.630630928,37590,54.91278104,61,73,134,172,92,264,5,0.392253,0.410556,0.000206,No
9386,johnson,258,9.543572592,141,5.871038394,5.869637441,36378,56.0306811,117,102,219,203,203,406,4,0.469777,0.480527,0.000126,No
11822,fox,313,9.350328987,187,5.588689667,5.586827973,58531,52.25608699,97,94,191,265,214,479,4,0.46223,0.474593,0.000144,No
3281,simply,482,8.918588063,466,4.67561265,4.670951899,224612,41.69986317,90,147,237,425,316,741,4,0.471099,0.482367,0.000116,No
5432,position,554,8.779367491,464,4.679913732,4.675273073,257056,41.08668248,137,94,231,461,496,957,4,0.474233,0.4837,0.000119,No
14081,cycle,239,9.620068625,177,5.643648552,5.641887036,42303,54.29228636,60,78,138,201,197,398,4,0.472264,0.48194,0.000199,No
13350,door,185,9.876176352,108,6.137667057,6.136596506,19980,60.61668225,62,65,127,170,159,329,4,0.470624,0.480461,0.000216,No
5655,plastic,273,9.487060382,198,5.531531254,5.52955935,54054,52.47797101,72,92,164,241,200,441,4,0.462097,0.474485,0.000167,No
5568,poetry,240,9.615893254,170,5.683999847,5.682308451,40800,54.65673579,75,88,163,185,199,384,4,0.472742,0.48247,0.000168,No
11894,ford,302,9.38610516,167,5.701804472,5.700143126,50434,53.51773637,86,97,183,267,230,497,4,0.46527,0.477011,0.000149,No
17653,annual,203,9.783326198,184,5.604862527,5.603030887,37352,54.83419839,51,88,139,174,141,315,4,0.432161,0.449547,0.000196,No
7616,milk,329,9.300474427,160,5.744624469,5.743033235,52640,53.42773296,92,97,189,272,268,540,4,0.470175,0.480729,0.000143,No
5474,poor,345,9.25298776,301,5.112688019,5.109683571,103845,47.30763967,68,129,197,320,263,583,4,0.467538,0.479349,0.000136,No
16548,bird,372,9.177638323,263,5.247644252,5.245020866,97836,48.16098099,95,96,191,282,291,573,4,0.47312,0.482926,0.00014,No
12266,feature,311,9.356739265,269,5.225086905,5.222403361,83659,48.8897758,93,75,168,234,236,470,4,0.471236,0.481137,0.000159,No
17979,albert,310,9.35995988,229,5.386076281,5.383793723,70990,50.4134579,118,94,212,249,238,487,4,0.458587,0.471776,0.000126,No
1689,throughout,463,8.958805123,439,4.735298871,4.730909339,203257,42.42261979,171,65,236,245,449,694,4,0.454548,0.468011,0.000113,No
12556,evil,308,9.366432394,225,5.403697882,5.401455414,69300,50.61337089,70,123,193,276,245,521,4,0.468475,0.479926,0.000138,No
2899,spain,1152,8.047277336,878,4.042151691,4.033343185,1011456,32.52831569,140,235,375,987,844,1831,4,0.474626,0.486635,0.000071,No
6692,ocean,1072,8.118318435,751,4.198392632,4.190864517,805072,34.0838883,79,201,280,944,896,1840,4,0.47764,0.488198,0.000095,No
10485,himself,581,8.73178142,526,4.554497071,4.549233347,305606,39.76887291,147,147,294,321,513,834,4,0.47655,0.486405,0.00009,Yes
8483,look,776,8.442379657,673,4.308052955,4.301310409,522248,36.37021863,128,101,229,649,700,1349,4,0.470287,0.480902,0.000115,No
569,warren,99,10.50141233,63,6.676663558,6.676043378,6237,70.11439699,57,51,108,75,70,145,4,0.44642,0.461105,0.000242,No
12305,fast,473,8.937436789,407,4.810985099,4.806916916,192511,42.99787521,106,129,235,410,371,781,4,0.472264,0.482893,0.000111,No
13318,double,273,9.487060382,191,5.567524856,5.565623087,52143,52.81944449,79,85,164,217,204,421,4,0.452809,0.466964,0.000159,No
8850,lead,767,8.454045376,622,4.386858191,4.380628954,477074,37.08669821,148,86,234,598,474,1072,4,0.47195,0.481865,0.000111,No
5837,philosophy,393,9.122722565,306,5.096213182,5.093158583,120258,46.491339,79,109,188,327,329,656,4,0.473878,0.483696,0.000138,No
15684,captain,345,9.25298776,268,5.228811304,5.226137786,92460,48.38212699,104,83,187,290,278,568,4,0.459692,0.472457,0.000137,No
11709,front,540,8.804963038,432,4.751372696,4.747053468,233280,41.83566097,67,102,169,495,476,971,4,0.471587,0.481893,0.000151,No
5276,prime,950,8.240070193,529,4.548809852,4.54351597,502550,37.48251248,158,54,212,806,105,911,4,0.464346,0.475485,0.00012,No
15633,carl,197,9.813328449,157,5.763552479,5.761991292,30929,56.55963351,90,45,135,157,96,253,4,0.425337,0.442656,0.000188,No
4579,religion,636,8.641333614,462,4.684233393,4.679612827,293832,40.47802348,125,147,272,549,546,1095,4,0.476396,0.486268,0.000093,No
10901,half,704,8.539753821,577,4.461956018,4.456179481,406208,38.10400595,121,104,225,621,635,1256,4,0.472403,0.482532,0.000112,No
4212,round,447,8.993973583,330,5.02070563,5.017410272,147510,45.1560938,109,140,249,391,375,766,4,0.471587,0.482611,0.000101,No
15740,cancer,355,9.224414388,234,5.364477169,5.362144497,83070,49.48416038,72,88,160,296,277,573,4,0.470287,0.480644,0.000157,No
6234,paris,831,8.373902382,574,4.467168888,4.461422524,476994,37.40763619,105,174,279,746,693,1439,4,0.476358,0.486771,0.00009,No
15577,case,528,8.827435894,446,4.719479332,4.715019491,235488,41.66090126,81,107,188,467,472,939,4,0.474816,0.484376,0.000133,No
6520,orange,426,9.042092831,280,5.185008681,5.182214838,119280,46.88332982,124,136,260,367,354,721,4,0.470325,0.481574,0.000096,No
16974,bank,510,8.862121452,358,4.939265298,4.935688982,182580,43.77236895,96,99,195,426,442,868,4,0.473549,0.483269,0.000128,No
9186,key,577,8.738689911,283,5.174351387,5.171527459,163291,45.21705226,132,145,277,485,463,948,4,0.474918,0.485151,0.00009,No
7169,n,332,9.288389687,188,5.615791597,5.613979993,62416,52.16166076,91,95,186,247,255,502,4,0.470549,0.480949,0.000134,No
8084,mario,404,9.095117299,96,6.255450093,6.25449966,38784,56.89405235,104,70,174,334,244,578,4,0.455119,0.468528,0.000143,No
2350,sugar,344,9.25589052,224,5.408152232,5.405919787,77056,50.05726498,116,93,209,287,282,569,4,0.466138,0.477583,0.000119,No
18022,aircraft,442,9.005222295,235,5.36021277,5.357870075,103870,48.26990754,121,111,232,338,330,668,4,0.470836,0.481475,0.000107,No
13451,distribution,257,9.547456092,179,5.632412478,5.630630928,46003,53.77521083,58,60,118,153,195,348,4,0.467181,0.477781,0.00021,No
12327,far,658,8.607327246,606,4.412918298,4.406850044,398748,37.9834319,92,109,201,599,612,1211,4,0.469206,0.480226,0.000123,No
1235,tube,224,9.684886125,133,5.929449156,5.92812831,29792,57.42603986,56,64,120,199,169,368,4,0.471061,0.480785,0.000205,No
9338,judge,197,9.813328449,145,5.843064542,5.841623533,28565,57.3399115,69,78,147,181,157,338,4,0.470874,0.480912,0.000167,No
6977,newspaper,341,9.2646497,248,5.306369538,5.303896532,84568,49.16165495,86,81,167,241,220,461,4,0.471224,0.481226,0.000147,No
7633,mike,196,9.818417518,166,5.707810496,5.706159166,32536,56.04166656,80,70,150,139,117,256,4,0.429619,0.446933,0.000163,No
4733,rather,466,8.952346543,455,4.699500865,4.694950619,212030,42.07156033,213,81,294,332,447,779,4,0.46808,0.478851,0.000083,No
11986,flow,339,9.27053207,239,5.343334732,5.340951943,81021,49.535556,86,69,155,279,307,586,4,0.459169,0.471748,0.000157,No
2147,symbol,648,8.622641481,503,4.599208114,4.594175572,325944,39.65732266,112,87,199,499,536,1035,4,0.471061,0.481217,0.000122,No
7221,musician,537,8.810534083,462,4.684233393,4.679612827,248094,41.27059796,107,143,250,386,439,825,4,0.474359,0.484733,0.000097,No
9089,knowledge,316,9.340789964,244,5.322630059,5.32019715,77104,49.71756944,90,87,177,270,278,548,4,0.471812,0.481762,0.000137,No
16211,brain,422,9.051526863,234,5.364477169,5.362144497,98748,48.5567092,62,112,174,386,329,715,4,0.471361,0.481907,0.000139,No
4017,san,920,8.272158507,524,4.5583066,4.553062981,482080,37.70703472,156,52,208,747,675,1422,4,0.414027,0.432163,0.000116,No
7339,moscow,271,9.494413356,192,5.562302912,5.560391124,52032,52.81080306,54,94,148,238,216,454,4,0.466714,0.478072,0.000163,No
15748,canadian,611,8.681435218,457,4.695114893,4.690544556,279227,40.76033579,94,167,261,555,387,942,4,0.434435,0.45304,0.000092,No
1747,thing,585,8.72492033,482,4.64185417,4.637032662,281970,40.49980782,88,126,214,522,519,1041,4,0.475924,0.48555,0.000112,No
5542,polish,364,9.19937831,234,5.364477169,5.362144497,85176,49.34985491,89,132,221,291,225,516,4,0.464966,0.47741,0.000108,No
17773,among,715,8.524249635,678,4.300650996,4.293858112,484770,36.65982268,230,76,306,459,547,1006,4,0.448892,0.463612,0.000078,No
14222,cross,482,8.918588063,347,4.970473504,4.967007574,167254,44.32960566,107,115,222,402,410,812,4,0.474727,0.48447,0.000107,No
315,wilson,181,9.898035146,120,6.032306541,6.031115857,21720,59.70798216,85,73,158,146,136,282,4,0.450899,0.465199,0.000149,No
7803,member,1448,7.818593604,1212,3.719771118,3.707587439,1754976,29.08337867,148,92,240,1291,1331,2622,4,0.472528,0.482414,0.000098,No
9599,ireland,966,8.223368343,593,4.434603885,4.428666412,572838,36.4673812,90,203,293,918,800,1718,4,0.479809,0.489808,0.00008,No
6141,patrick,184,9.88159642,144,5.849984985,5.84855399,26496,57.80719068,70,82,152,131,133,264,4,0.453932,0.467852,0.000153,No
12952,element,465,8.952346543,269,5.225086905,5.222403361,125085,46.77678869,90,100,190,288,397,685,4,0.474473,0.483987,0.000122,No
6359,pain,183,9.887046025,122,6.015777239,6.014566531,22326,59.47826644,71,59,130,163,144,307,4,0.469156,0.479245,0.000178,No
5592,plus,140,10.15488975,127,5.975611198,5.974350429,17780,60.68167293,74,53,127,79,111,190,4,0.454862,0.468011,0.000182,No
15562,cast,235,9.636946663,203,5.506592305,5.504570303,47705,53.06673634,98,101,199,171,188,359,4,0.465417,0.47718,0.000116,No
15558,castle,583,8.728344991,353,4.953330227,4.949804088,205799,43.23437508,104,120,224,410,461,871,4,0.475516,0.485137,0.000103,No
309,wind,551,8.784797368,283,5.174351387,5.171527459,155933,45.45562844,162,106,268,442,424,866,4,0.472944,0.482954,0.000086,No
16049,bruce,179,9.909146372,127,5.975611198,5.974350429,22733,59.21320602,72,72,144,131,122,253,4,0.430379,0.447651,0.00016,No
16671,berlin,569,8.752651743,295,5.132822928,5.129878657,167855,44.92581155,65,122,187,502,476,978,4,0.475134,0.484874,0.000123,No
13058,ed,159,10.02762798,120,5.95998588,5.958705086,19080,59.76452114,79,70,149,103,91,194,4,0.457394,0.470358,0.000153,No
